video_path,label
dataset_compressed\normal\1275.mp4,0
dataset_compressed\normal\1276.mp4,0
dataset_compressed\normal\1277.mp4,0
dataset_compressed\normal\1278.mp4,0
dataset_compressed\normal\1279.mp4,0
dataset_compressed\normal\1280.mp4,0
dataset_compressed\normal\1281.mp4,0
dataset_compressed\normal\1282.mp4,0
dataset_compressed\normal\1283.mp4,0
dataset_compressed\normal\1284.mp4,0
dataset_compressed\normal\1285.mp4,0
dataset_compressed\normal\1286.mp4,0
dataset_compressed\normal\1287.mp4,0
dataset_compressed\normal\1288.mp4,0
dataset_compressed\normal\1289.mp4,0
dataset_compressed\normal\1290.mp4,0
dataset_compressed\normal\1291.mp4,0
dataset_compressed\normal\1292.mp4,0
dataset_compressed\normal\1293.mp4,0
dataset_compressed\normal\1294.mp4,0
dataset_compressed\normal\1295.mp4,0
dataset_compressed\normal\1296.mp4,0
dataset_compressed\normal\1297.mp4,0
dataset_compressed\normal\1298.mp4,0
dataset_compressed\normal\1299.mp4,0
dataset_compressed\normal\1300.mp4,0
dataset_compressed\normal\1301.mp4,0
dataset_compressed\normal\1302.mp4,0
dataset_compressed\normal\1303.mp4,0
dataset_compressed\normal\1304.mp4,0
dataset_compressed\normal\1305.mp4,0
dataset_compressed\normal\1306.mp4,0
dataset_compressed\normal\1307.mp4,0
dataset_compressed\normal\1308.mp4,0
dataset_compressed\normal\1309.mp4,0
dataset_compressed\normal\1310.mp4,0
dataset_compressed\normal\1311.mp4,0
dataset_compressed\normal\1312.mp4,0
dataset_compressed\normal\1313.mp4,0
dataset_compressed\normal\1314.mp4,0
dataset_compressed\normal\1315.mp4,0
dataset_compressed\normal\1316.mp4,0
dataset_compressed\normal\1317.mp4,0
dataset_compressed\normal\1318.mp4,0
dataset_compressed\normal\1319.mp4,0
dataset_compressed\normal\1320.mp4,0
dataset_compressed\normal\1321.mp4,0
dataset_compressed\normal\1322.mp4,0
dataset_compressed\normal\1323.mp4,0
dataset_compressed\normal\1324.mp4,0
dataset_compressed\normal\1325.mp4,0
dataset_compressed\normal\1326.mp4,0
dataset_compressed\normal\1327.mp4,0
dataset_compressed\normal\1328.mp4,0
dataset_compressed\normal\1329.mp4,0
dataset_compressed\normal\1330.mp4,0
dataset_compressed\normal\1331.mp4,0
dataset_compressed\normal\1332.mp4,0
dataset_compressed\normal\1333.mp4,0
dataset_compressed\normal\1334.mp4,0
dataset_compressed\normal\1335.mp4,0
dataset_compressed\normal\1336.mp4,0
dataset_compressed\normal\1337.mp4,0
dataset_compressed\normal\1338.mp4,0
dataset_compressed\normal\1339.mp4,0
dataset_compressed\normal\1340.mp4,0
dataset_compressed\normal\1341.mp4,0
dataset_compressed\normal\1342.mp4,0
dataset_compressed\normal\1343.mp4,0
dataset_compressed\normal\1344.mp4,0
dataset_compressed\normal\1345.mp4,0
dataset_compressed\normal\1346.mp4,0
dataset_compressed\normal\1347.mp4,0
dataset_compressed\normal\1348.mp4,0
dataset_compressed\normal\1349.mp4,0
dataset_compressed\normal\1350.mp4,0
dataset_compressed\normal\1351.mp4,0
dataset_compressed\normal\1352.mp4,0
dataset_compressed\normal\1353.mp4,0
dataset_compressed\normal\1354.mp4,0
dataset_compressed\normal\1355.mp4,0
dataset_compressed\normal\1356.mp4,0
dataset_compressed\normal\1357.mp4,0
dataset_compressed\normal\1358.mp4,0
dataset_compressed\normal\1359.mp4,0
dataset_compressed\normal\1360.mp4,0
dataset_compressed\normal\1361.mp4,0
dataset_compressed\normal\1362.mp4,0
dataset_compressed\normal\1363.mp4,0
dataset_compressed\normal\1364.mp4,0
dataset_compressed\normal\1365.mp4,0
dataset_compressed\normal\1366.mp4,0
dataset_compressed\normal\1367.mp4,0
dataset_compressed\normal\1368.mp4,0
dataset_compressed\normal\1369.mp4,0
dataset_compressed\normal\1370.mp4,0
dataset_compressed\normal\1371.mp4,0
dataset_compressed\normal\1372.mp4,0
dataset_compressed\normal\1373.mp4,0
dataset_compressed\normal\1374.mp4,0
dataset_compressed\normal\1375.mp4,0
dataset_compressed\normal\1376.mp4,0
dataset_compressed\normal\1377.mp4,0
dataset_compressed\normal\1378.mp4,0
dataset_compressed\normal\1379.mp4,0
dataset_compressed\normal\1380.mp4,0
dataset_compressed\normal\1381.mp4,0
dataset_compressed\normal\1382.mp4,0
dataset_compressed\normal\1383.mp4,0
dataset_compressed\normal\1384.mp4,0
dataset_compressed\normal\1385.mp4,0
dataset_compressed\normal\1386.mp4,0
dataset_compressed\normal\1387.mp4,0
dataset_compressed\normal\1388.mp4,0
dataset_compressed\normal\1389.mp4,0
dataset_compressed\normal\1390.mp4,0
dataset_compressed\normal\1391.mp4,0
dataset_compressed\normal\1392.mp4,0
dataset_compressed\normal\1393.mp4,0
dataset_compressed\normal\1394.mp4,0
dataset_compressed\normal\1395.mp4,0
dataset_compressed\normal\1396.mp4,0
dataset_compressed\normal\1397.mp4,0
dataset_compressed\normal\1398.mp4,0
dataset_compressed\normal\1399.mp4,0
dataset_compressed\normal\1400.mp4,0
dataset_compressed\normal\1401.mp4,0
dataset_compressed\normal\1402.mp4,0
dataset_compressed\normal\1403.mp4,0
dataset_compressed\normal\1404.mp4,0
dataset_compressed\normal\1405.mp4,0
dataset_compressed\normal\1406.mp4,0
dataset_compressed\normal\1407.mp4,0
dataset_compressed\normal\1408.mp4,0
dataset_compressed\normal\1409.mp4,0
dataset_compressed\normal\1410.mp4,0
dataset_compressed\normal\1411.mp4,0
dataset_compressed\normal\1412.mp4,0
dataset_compressed\normal\1413.mp4,0
dataset_compressed\normal\1414.mp4,0
dataset_compressed\normal\1415.mp4,0
dataset_compressed\normal\1416.mp4,0
dataset_compressed\normal\1417.mp4,0
dataset_compressed\normal\1418.mp4,0
dataset_compressed\normal\1419.mp4,0
dataset_compressed\normal\1420.mp4,0
dataset_compressed\normal\1421.mp4,0
dataset_compressed\normal\1422.mp4,0
dataset_compressed\normal\1423.mp4,0
dataset_compressed\normal\1424.mp4,0
dataset_compressed\normal\1425.mp4,0
dataset_compressed\normal\1426.mp4,0
dataset_compressed\normal\1427.mp4,0
dataset_compressed\normal\1428.mp4,0
dataset_compressed\normal\1429.mp4,0
dataset_compressed\normal\1430.mp4,0
dataset_compressed\normal\1431.mp4,0
dataset_compressed\normal\1432.mp4,0
dataset_compressed\normal\1433.mp4,0
dataset_compressed\normal\1434.mp4,0
dataset_compressed\normal\1435.mp4,0
dataset_compressed\normal\1436.mp4,0
dataset_compressed\normal\1437.mp4,0
dataset_compressed\normal\1438.mp4,0
dataset_compressed\normal\1439.mp4,0
dataset_compressed\normal\1440.mp4,0
dataset_compressed\normal\1441.mp4,0
dataset_compressed\normal\1442.mp4,0
dataset_compressed\normal\1443.mp4,0
dataset_compressed\normal\1444.mp4,0
dataset_compressed\normal\1445.mp4,0
dataset_compressed\normal\1446.mp4,0
dataset_compressed\normal\1447.mp4,0
dataset_compressed\normal\1448.mp4,0
dataset_compressed\normal\1449.mp4,0
dataset_compressed\normal\1450.mp4,0
dataset_compressed\normal\1451.mp4,0
dataset_compressed\normal\1452.mp4,0
dataset_compressed\normal\1453.mp4,0
dataset_compressed\normal\1454.mp4,0
dataset_compressed\normal\1455.mp4,0
dataset_compressed\normal\1456.mp4,0
dataset_compressed\normal\1457.mp4,0
dataset_compressed\normal\1458.mp4,0
dataset_compressed\normal\1459.mp4,0
dataset_compressed\normal\1460.mp4,0
dataset_compressed\normal\1461.mp4,0
dataset_compressed\normal\1462.mp4,0
dataset_compressed\normal\1463.mp4,0
dataset_compressed\normal\1464.mp4,0
dataset_compressed\normal\1465.mp4,0
dataset_compressed\normal\1466.mp4,0
dataset_compressed\normal\1467.mp4,0
dataset_compressed\normal\1468.mp4,0
dataset_compressed\normal\1469.mp4,0
dataset_compressed\normal\1470.mp4,0
dataset_compressed\normal\1471.mp4,0
dataset_compressed\normal\1472.mp4,0
dataset_compressed\normal\1473.mp4,0
dataset_compressed\normal\1474.mp4,0
dataset_compressed\normal\1475.mp4,0
dataset_compressed\normal\1476.mp4,0
dataset_compressed\normal\1477.mp4,0
dataset_compressed\normal\1478.mp4,0
dataset_compressed\normal\1479.mp4,0
dataset_compressed\normal\1480.mp4,0
dataset_compressed\normal\1481.mp4,0
dataset_compressed\normal\1482.mp4,0
dataset_compressed\normal\1484.mp4,0
dataset_compressed\normal\1485.mp4,0
dataset_compressed\normal\1486.mp4,0
dataset_compressed\normal\1487.mp4,0
dataset_compressed\normal\1488.mp4,0
dataset_compressed\normal\1489.mp4,0
dataset_compressed\normal\1490.mp4,0
dataset_compressed\normal\1491.mp4,0
dataset_compressed\normal\1492.mp4,0
dataset_compressed\normal\1493.mp4,0
dataset_compressed\normal\1494.mp4,0
dataset_compressed\normal\1495.mp4,0
dataset_compressed\normal\1496.mp4,0
dataset_compressed\normal\1497.mp4,0
dataset_compressed\normal\1498.mp4,0
dataset_compressed\normal\1499.mp4,0
dataset_compressed\normal\1500.mp4,0
dataset_compressed\normal\1501.mp4,0
dataset_compressed\normal\1502.mp4,0
dataset_compressed\normal\1503.mp4,0
dataset_compressed\normal\1504.mp4,0
dataset_compressed\normal\1505.mp4,0
dataset_compressed\normal\1506.mp4,0
dataset_compressed\normal\1507.mp4,0
dataset_compressed\normal\1508.mp4,0
dataset_compressed\normal\1509.mp4,0
dataset_compressed\normal\1510.mp4,0
dataset_compressed\normal\1511.mp4,0
dataset_compressed\normal\1512.mp4,0
dataset_compressed\normal\1513.mp4,0
dataset_compressed\normal\1514.mp4,0
dataset_compressed\normal\1515.mp4,0
dataset_compressed\normal\1516.mp4,0
dataset_compressed\normal\1517.mp4,0
dataset_compressed\normal\1518.mp4,0
dataset_compressed\normal\1519.mp4,0
dataset_compressed\normal\1520.mp4,0
dataset_compressed\normal\1521.mp4,0
dataset_compressed\normal\1522.mp4,0
dataset_compressed\normal\1523.mp4,0
dataset_compressed\normal\1524.mp4,0
dataset_compressed\normal\1525.mp4,0
dataset_compressed\normal\1526.mp4,0
dataset_compressed\normal\1527.mp4,0
dataset_compressed\normal\1528.mp4,0
dataset_compressed\normal\1529.mp4,0
dataset_compressed\normal\1530.mp4,0
dataset_compressed\normal\1531.mp4,0
dataset_compressed\normal\1532.mp4,0
dataset_compressed\normal\1533.mp4,0
dataset_compressed\normal\1534.mp4,0
dataset_compressed\normal\1535.mp4,0
dataset_compressed\normal\1536.mp4,0
dataset_compressed\normal\1537.mp4,0
dataset_compressed\normal\1538.mp4,0
dataset_compressed\normal\1539.mp4,0
dataset_compressed\normal\1540.mp4,0
dataset_compressed\normal\1541.mp4,0
dataset_compressed\normal\1542.mp4,0
dataset_compressed\normal\1543.mp4,0
dataset_compressed\normal\1544.mp4,0
dataset_compressed\normal\1545.mp4,0
dataset_compressed\normal\1546.mp4,0
dataset_compressed\normal\1547.mp4,0
dataset_compressed\normal\1548.mp4,0
dataset_compressed\normal\1549.mp4,0
dataset_compressed\normal\1550.mp4,0
dataset_compressed\normal\1551.mp4,0
dataset_compressed\normal\1552.mp4,0
dataset_compressed\normal\1553.mp4,0
dataset_compressed\normal\1554.mp4,0
dataset_compressed\normal\1555.mp4,0
dataset_compressed\normal\1556.mp4,0
dataset_compressed\normal\1557.mp4,0
dataset_compressed\normal\1558.mp4,0
dataset_compressed\normal\1559.mp4,0
dataset_compressed\normal\1560.mp4,0
dataset_compressed\normal\1561.mp4,0
dataset_compressed\normal\1562.mp4,0
dataset_compressed\normal\1563.mp4,0
dataset_compressed\normal\1564.mp4,0
dataset_compressed\normal\1565.mp4,0
dataset_compressed\normal\1566.mp4,0
dataset_compressed\normal\1567.mp4,0
dataset_compressed\normal\1568.mp4,0
dataset_compressed\normal\1569.mp4,0
dataset_compressed\normal\1570.mp4,0
dataset_compressed\normal\1571.mp4,0
dataset_compressed\normal\1572.mp4,0
dataset_compressed\normal\1573.mp4,0
dataset_compressed\normal\1574.mp4,0
dataset_compressed\normal\1575.mp4,0
dataset_compressed\normal\1576.mp4,0
dataset_compressed\normal\1577.mp4,0
dataset_compressed\normal\1578.mp4,0
dataset_compressed\normal\1579.mp4,0
dataset_compressed\normal\1580.mp4,0
dataset_compressed\normal\1581.mp4,0
dataset_compressed\normal\1582.mp4,0
dataset_compressed\normal\1583.mp4,0
dataset_compressed\normal\1584.mp4,0
dataset_compressed\normal\1585.mp4,0
dataset_compressed\normal\1586.mp4,0
dataset_compressed\normal\1587.mp4,0
dataset_compressed\normal\1588.mp4,0
dataset_compressed\normal\1589.mp4,0
dataset_compressed\normal\1590.mp4,0
dataset_compressed\normal\1591.mp4,0
dataset_compressed\normal\1592.mp4,0
dataset_compressed\normal\1593.mp4,0
dataset_compressed\normal\1594.mp4,0
dataset_compressed\normal\1595.mp4,0
dataset_compressed\normal\1596.mp4,0
dataset_compressed\normal\1597.mp4,0
dataset_compressed\normal\1598.mp4,0
dataset_compressed\normal\1599.mp4,0
dataset_compressed\normal\1600.mp4,0
dataset_compressed\normal\1601.mp4,0
dataset_compressed\normal\1602.mp4,0
dataset_compressed\normal\1603.mp4,0
dataset_compressed\normal\1604.mp4,0
dataset_compressed\normal\1605.mp4,0
dataset_compressed\normal\1606.mp4,0
dataset_compressed\normal\1607.mp4,0
dataset_compressed\normal\1608.mp4,0
dataset_compressed\normal\1609.mp4,0
dataset_compressed\normal\1610.mp4,0
dataset_compressed\normal\1611.mp4,0
dataset_compressed\normal\1612.mp4,0
dataset_compressed\normal\1613.mp4,0
dataset_compressed\normal\1614.mp4,0
dataset_compressed\normal\1615.mp4,0
dataset_compressed\normal\1616.mp4,0
dataset_compressed\normal\1617.mp4,0
dataset_compressed\normal\1618.mp4,0
dataset_compressed\normal\1619.mp4,0
dataset_compressed\normal\1620.mp4,0
dataset_compressed\normal\1621.mp4,0
dataset_compressed\normal\1622.mp4,0
dataset_compressed\normal\1623.mp4,0
dataset_compressed\normal\1624.mp4,0
dataset_compressed\normal\1625.mp4,0
dataset_compressed\normal\1626.mp4,0
dataset_compressed\normal\1627.mp4,0
dataset_compressed\normal\1628.mp4,0
dataset_compressed\normal\1629.mp4,0
dataset_compressed\normal\1630.mp4,0
dataset_compressed\normal\1631.mp4,0
dataset_compressed\normal\1632.mp4,0
dataset_compressed\normal\1633.mp4,0
dataset_compressed\normal\1634.mp4,0
dataset_compressed\normal\1635.mp4,0
dataset_compressed\normal\1636.mp4,0
dataset_compressed\normal\1637.mp4,0
dataset_compressed\normal\1638.mp4,0
dataset_compressed\normal\1639.mp4,0
dataset_compressed\normal\1640.mp4,0
dataset_compressed\normal\1641.mp4,0
dataset_compressed\normal\1642.mp4,0
dataset_compressed\normal\1643.mp4,0
dataset_compressed\normal\1644.mp4,0
dataset_compressed\normal\1645.mp4,0
dataset_compressed\normal\1646.mp4,0
dataset_compressed\normal\1647.mp4,0
dataset_compressed\normal\1648.mp4,0
dataset_compressed\normal\1649.mp4,0
dataset_compressed\normal\1650.mp4,0
dataset_compressed\normal\1651.mp4,0
dataset_compressed\normal\1652.mp4,0
dataset_compressed\normal\1653.mp4,0
dataset_compressed\normal\1654.mp4,0
dataset_compressed\normal\1655.mp4,0
dataset_compressed\normal\1656.mp4,0
dataset_compressed\normal\1657.mp4,0
dataset_compressed\normal\1658.mp4,0
dataset_compressed\normal\1659.mp4,0
dataset_compressed\normal\1660.mp4,0
dataset_compressed\normal\1661.mp4,0
dataset_compressed\normal\1662.mp4,0
dataset_compressed\normal\1663.mp4,0
dataset_compressed\normal\1664.mp4,0
dataset_compressed\normal\1665.mp4,0
dataset_compressed\normal\1666.mp4,0
dataset_compressed\normal\1667.mp4,0
dataset_compressed\normal\1668.mp4,0
dataset_compressed\normal\1669.mp4,0
dataset_compressed\normal\1670.mp4,0
dataset_compressed\normal\1671.mp4,0
dataset_compressed\normal\1672.mp4,0
dataset_compressed\normal\1673.mp4,0
dataset_compressed\normal\1674.mp4,0
dataset_compressed\normal\1675.mp4,0
dataset_compressed\normal\1676.mp4,0
dataset_compressed\normal\1677.mp4,0
dataset_compressed\normal\1678.mp4,0
dataset_compressed\normal\1679.mp4,0
dataset_compressed\normal\1680.mp4,0
dataset_compressed\normal\1681.mp4,0
dataset_compressed\normal\1682.mp4,0
dataset_compressed\normal\1683.mp4,0
dataset_compressed\normal\1684.mp4,0
dataset_compressed\normal\1685.mp4,0
dataset_compressed\normal\1686.mp4,0
dataset_compressed\normal\1687.mp4,0
dataset_compressed\normal\1688.mp4,0
dataset_compressed\normal\1689.mp4,0
dataset_compressed\normal\1690.mp4,0
dataset_compressed\normal\1691.mp4,0
dataset_compressed\normal\1692.mp4,0
dataset_compressed\normal\1693.mp4,0
dataset_compressed\normal\1694.mp4,0
dataset_compressed\normal\1695.mp4,0
dataset_compressed\normal\1696.mp4,0
dataset_compressed\normal\1697.mp4,0
dataset_compressed\normal\1698.mp4,0
dataset_compressed\normal\1699.mp4,0
dataset_compressed\normal\1700.mp4,0
dataset_compressed\normal\1701.mp4,0
dataset_compressed\normal\1702.mp4,0
dataset_compressed\normal\1703.mp4,0
dataset_compressed\normal\1704.mp4,0
dataset_compressed\normal\1705.mp4,0
dataset_compressed\normal\1706.mp4,0
dataset_compressed\normal\1707.mp4,0
dataset_compressed\normal\1708.mp4,0
dataset_compressed\normal\1709.mp4,0
dataset_compressed\normal\1710.mp4,0
dataset_compressed\normal\1711.mp4,0
dataset_compressed\normal\1712.mp4,0
dataset_compressed\normal\1713.mp4,0
dataset_compressed\normal\1714.mp4,0
dataset_compressed\normal\1715.mp4,0
dataset_compressed\normal\1716.mp4,0
dataset_compressed\normal\1717.mp4,0
dataset_compressed\normal\1718.mp4,0
dataset_compressed\normal\1719.mp4,0
dataset_compressed\normal\1720.mp4,0
dataset_compressed\normal\1721.mp4,0
dataset_compressed\normal\1722.mp4,0
dataset_compressed\normal\1723.mp4,0
dataset_compressed\normal\1724.mp4,0
dataset_compressed\normal\1725.mp4,0
dataset_compressed\normal\1726.mp4,0
dataset_compressed\normal\1727.mp4,0
dataset_compressed\normal\1728.mp4,0
dataset_compressed\normal\1729.mp4,0
dataset_compressed\normal\1730.mp4,0
dataset_compressed\normal\1731.mp4,0
dataset_compressed\normal\1732.mp4,0
dataset_compressed\normal\1733.mp4,0
dataset_compressed\normal\1734.mp4,0
dataset_compressed\normal\1735.mp4,0
dataset_compressed\normal\1736.mp4,0
dataset_compressed\normal\1737.mp4,0
dataset_compressed\normal\1738.mp4,0
dataset_compressed\normal\1739.mp4,0
dataset_compressed\normal\1740.mp4,0
dataset_compressed\normal\1741.mp4,0
dataset_compressed\normal\1742.mp4,0
dataset_compressed\normal\1743.mp4,0
dataset_compressed\normal\1744.mp4,0
dataset_compressed\normal\1745.mp4,0
dataset_compressed\normal\1746.mp4,0
dataset_compressed\normal\1747.mp4,0
dataset_compressed\normal\1748.mp4,0
dataset_compressed\normal\1749.mp4,0
dataset_compressed\normal\1750.mp4,0
dataset_compressed\normal\1751.mp4,0
dataset_compressed\normal\1752.mp4,0
dataset_compressed\normal\1753.mp4,0
dataset_compressed\normal\1754.mp4,0
dataset_compressed\normal\1755.mp4,0
dataset_compressed\normal\1756.mp4,0
dataset_compressed\normal\1757.mp4,0
dataset_compressed\normal\1758.mp4,0
dataset_compressed\normal\1759.mp4,0
dataset_compressed\normal\1760.mp4,0
dataset_compressed\normal\1761.mp4,0
dataset_compressed\normal\1762.mp4,0
dataset_compressed\normal\1763.mp4,0
dataset_compressed\normal\1764.mp4,0
dataset_compressed\normal\1765.mp4,0
dataset_compressed\normal\1766.mp4,0
dataset_compressed\normal\1767.mp4,0
dataset_compressed\normal\1768.mp4,0
dataset_compressed\normal\1769.mp4,0
dataset_compressed\normal\1770.mp4,0
dataset_compressed\normal\1771.mp4,0
dataset_compressed\normal\1772.mp4,0
dataset_compressed\normal\1773.mp4,0
dataset_compressed\normal\1774.mp4,0
dataset_compressed\normal\1775.mp4,0
dataset_compressed\normal\1776.mp4,0
dataset_compressed\normal\1777.mp4,0
dataset_compressed\normal\1778.mp4,0
dataset_compressed\normal\1779.mp4,0
dataset_compressed\normal\1780.mp4,0
dataset_compressed\normal\1781.mp4,0
dataset_compressed\normal\1782.mp4,0
dataset_compressed\normal\1783.mp4,0
dataset_compressed\normal\1784.mp4,0
dataset_compressed\normal\1785.mp4,0
dataset_compressed\normal\1786.mp4,0
dataset_compressed\normal\1787.mp4,0
dataset_compressed\normal\1788.mp4,0
dataset_compressed\normal\1789.mp4,0
dataset_compressed\normal\1790.mp4,0
dataset_compressed\normal\1791.mp4,0
dataset_compressed\normal\1792.mp4,0
dataset_compressed\normal\1793.mp4,0
dataset_compressed\normal\1794.mp4,0
dataset_compressed\normal\1795.mp4,0
dataset_compressed\normal\1796.mp4,0
dataset_compressed\normal\1797.mp4,0
dataset_compressed\normal\1798.mp4,0
dataset_compressed\normal\1799.mp4,0
dataset_compressed\normal\1800.mp4,0
dataset_compressed\normal\1801.mp4,0
dataset_compressed\normal\1802.mp4,0
dataset_compressed\normal\1803.mp4,0
dataset_compressed\normal\1804.mp4,0
dataset_compressed\normal\1805.mp4,0
dataset_compressed\normal\1806.mp4,0
dataset_compressed\normal\1807.mp4,0
dataset_compressed\normal\1808.mp4,0
dataset_compressed\normal\1809.mp4,0
dataset_compressed\normal\1810.mp4,0
dataset_compressed\normal\1811.mp4,0
dataset_compressed\normal\1812.mp4,0
dataset_compressed\normal\1813.mp4,0
dataset_compressed\normal\1814.mp4,0
dataset_compressed\normal\1815.mp4,0
dataset_compressed\normal\1816.mp4,0
dataset_compressed\normal\1817.mp4,0
dataset_compressed\normal\1818.mp4,0
dataset_compressed\normal\1819.mp4,0
dataset_compressed\normal\1820.mp4,0
dataset_compressed\normal\1821.mp4,0
dataset_compressed\normal\1822.mp4,0
dataset_compressed\normal\1823.mp4,0
dataset_compressed\normal\1824.mp4,0
dataset_compressed\normal\1825.mp4,0
dataset_compressed\normal\1826.mp4,0
dataset_compressed\normal\1827.mp4,0
dataset_compressed\normal\1828.mp4,0
dataset_compressed\normal\1829.mp4,0
dataset_compressed\normal\1830.mp4,0
dataset_compressed\normal\1831.mp4,0
dataset_compressed\normal\1832.mp4,0
dataset_compressed\normal\1833.mp4,0
dataset_compressed\normal\1834.mp4,0
dataset_compressed\normal\1835.mp4,0
dataset_compressed\normal\1836.mp4,0
dataset_compressed\normal\1837.mp4,0
dataset_compressed\normal\1838.mp4,0
dataset_compressed\normal\1839.mp4,0
dataset_compressed\normal\1840.mp4,0
dataset_compressed\normal\1841.mp4,0
dataset_compressed\normal\1842.mp4,0
dataset_compressed\normal\1843.mp4,0
dataset_compressed\normal\1844.mp4,0
dataset_compressed\normal\1845.mp4,0
dataset_compressed\normal\1846.mp4,0
dataset_compressed\normal\1847.mp4,0
dataset_compressed\normal\1848.mp4,0
dataset_compressed\normal\1849.mp4,0
dataset_compressed\normal\1850.mp4,0
dataset_compressed\normal\1851.mp4,0
dataset_compressed\normal\1852.mp4,0
dataset_compressed\normal\1853.mp4,0
dataset_compressed\normal\1854.mp4,0
dataset_compressed\normal\1855.mp4,0
dataset_compressed\normal\1856.mp4,0
dataset_compressed\normal\1857.mp4,0
dataset_compressed\normal\1858.mp4,0
dataset_compressed\normal\1859.mp4,0
dataset_compressed\normal\1860.mp4,0
dataset_compressed\normal\1861.mp4,0
dataset_compressed\normal\1862.mp4,0
dataset_compressed\normal\1863.mp4,0
dataset_compressed\normal\1864.mp4,0
dataset_compressed\normal\1865.mp4,0
dataset_compressed\normal\1866.mp4,0
dataset_compressed\normal\1867.mp4,0
dataset_compressed\normal\1868.mp4,0
dataset_compressed\normal\1869.mp4,0
dataset_compressed\normal\1870.mp4,0
dataset_compressed\normal\1871.mp4,0
dataset_compressed\normal\1872.mp4,0
dataset_compressed\normal\1873.mp4,0
dataset_compressed\normal\1874.mp4,0
dataset_compressed\normal\1875.mp4,0
dataset_compressed\normal\1876.mp4,0
dataset_compressed\normal\1877.mp4,0
dataset_compressed\normal\1878.mp4,0
dataset_compressed\normal\1879.mp4,0
dataset_compressed\normal\1880.mp4,0
dataset_compressed\normal\1881.mp4,0
dataset_compressed\normal\1882.mp4,0
dataset_compressed\normal\1883.mp4,0
dataset_compressed\normal\1884.mp4,0
dataset_compressed\normal\1885.mp4,0
dataset_compressed\normal\1886.mp4,0
dataset_compressed\normal\1887.mp4,0
dataset_compressed\normal\1888.mp4,0
dataset_compressed\normal\1889.mp4,0
dataset_compressed\normal\1890.mp4,0
dataset_compressed\normal\1891.mp4,0
dataset_compressed\normal\1892.mp4,0
dataset_compressed\normal\1893.mp4,0
dataset_compressed\normal\1894.mp4,0
dataset_compressed\normal\1895.mp4,0
dataset_compressed\normal\1896.mp4,0
dataset_compressed\normal\1897.mp4,0
dataset_compressed\normal\1898.mp4,0
dataset_compressed\normal\1899.mp4,0
dataset_compressed\normal\1900.mp4,0
dataset_compressed\normal\1901.mp4,0
dataset_compressed\normal\1902.mp4,0
dataset_compressed\normal\1903.mp4,0
dataset_compressed\normal\1904.mp4,0
dataset_compressed\normal\1905.mp4,0
dataset_compressed\normal\1906.mp4,0
dataset_compressed\normal\1907.mp4,0
dataset_compressed\normal\1908.mp4,0
dataset_compressed\normal\1909.mp4,0
dataset_compressed\normal\1910.mp4,0
dataset_compressed\normal\1911.mp4,0
dataset_compressed\normal\1912.mp4,0
dataset_compressed\normal\1913.mp4,0
dataset_compressed\normal\1914.mp4,0
dataset_compressed\normal\1915.mp4,0
dataset_compressed\normal\1916.mp4,0
dataset_compressed\normal\1917.mp4,0
dataset_compressed\normal\1918.mp4,0
dataset_compressed\normal\1919.mp4,0
dataset_compressed\normal\1920.mp4,0
dataset_compressed\normal\1921.mp4,0
dataset_compressed\normal\1922.mp4,0
dataset_compressed\normal\1923.mp4,0
dataset_compressed\normal\1924.mp4,0
dataset_compressed\normal\1925.mp4,0
dataset_compressed\normal\1926.mp4,0
dataset_compressed\normal\1927.mp4,0
dataset_compressed\normal\1928.mp4,0
dataset_compressed\normal\1929.mp4,0
dataset_compressed\normal\1930.mp4,0
dataset_compressed\normal\1931.mp4,0
dataset_compressed\normal\1932.mp4,0
dataset_compressed\normal\1933.mp4,0
dataset_compressed\normal\1934.mp4,0
dataset_compressed\normal\1935.mp4,0
dataset_compressed\normal\1936.mp4,0
dataset_compressed\normal\1937.mp4,0
dataset_compressed\normal\1938.mp4,0
dataset_compressed\normal\1939.mp4,0
dataset_compressed\normal\1940.mp4,0
dataset_compressed\normal\1941.mp4,0
dataset_compressed\normal\1942.mp4,0
dataset_compressed\normal\1943.mp4,0
dataset_compressed\normal\1944.mp4,0
dataset_compressed\normal\1945.mp4,0
dataset_compressed\normal\1946.mp4,0
dataset_compressed\normal\1947.mp4,0
dataset_compressed\normal\1948.mp4,0
dataset_compressed\normal\1949.mp4,0
dataset_compressed\normal\1950.mp4,0
dataset_compressed\normal\1951.mp4,0
dataset_compressed\normal\1952.mp4,0
dataset_compressed\normal\1953.mp4,0
dataset_compressed\normal\1954.mp4,0
dataset_compressed\normal\1955.mp4,0
dataset_compressed\normal\1956.mp4,0
dataset_compressed\normal\1957.mp4,0
dataset_compressed\normal\1958.mp4,0
dataset_compressed\normal\1959.mp4,0
dataset_compressed\normal\1960.mp4,0
dataset_compressed\normal\1961.mp4,0
dataset_compressed\normal\1962.mp4,0
dataset_compressed\normal\1963.mp4,0
dataset_compressed\normal\1964.mp4,0
dataset_compressed\normal\1965.mp4,0
dataset_compressed\normal\1966.mp4,0
dataset_compressed\normal\1967.mp4,0
dataset_compressed\normal\1968.mp4,0
dataset_compressed\normal\1969.mp4,0
dataset_compressed\normal\1970.mp4,0
dataset_compressed\normal\1971.mp4,0
dataset_compressed\normal\1972.mp4,0
dataset_compressed\normal\1973.mp4,0
dataset_compressed\normal\1974.mp4,0
